date,category,platform,format,price,units_sold,gross_revenue,platform_fee_pct,platform_fees,printing_cost_per_unit,printing_cost_total,marketing_spend,ad_clicks,conversion_rate,page_reads,total_costs,net_profit,profit_margin_pct
2024-01-07,Data Science,AbeBooks,Paperback,60.75570332203831,2,121.51140664407662,0.15,18.22671099661149,6.0,12.0,44.84891398144657,45,0.044444444444444446,0,75.07562497805806,46.435781666018556,38.21516263245578
2024-01-07,Machine Learning,Amazon,Paperback,55.49834742962762,8,443.98677943702097,0.3,133.1960338311063,6.0,48.0,42.92513952326415,44,0.18181818181818182,0,224.12117335437046,219.86560608265052,49.520755181368685
2024-01-07,Machine Learning,AbeBooks,Ebook,52.757937778684,2,105.515875557368,0.15,15.8273813336052,0.0,0.0,38.15977168014257,34,0.058823529411764705,314,53.98715301374777,51.52872254362023,48.83504237767951
2024-01-07,LLM,Amazon,Paperback,49.59801052610618,6,297.5880631566371,0.3,89.27641894699111,6.0,36.0,111.87505222607464,46,0.13043478260869565,0,237.15147117306577,60.436591983571304,20.308809211799662
2024-01-07,LLM,AbeBooks,Ebook,55.84986674078952,1,55.84986674078952,0.15,8.377480011118427,0.0,0.0,27.732106548878726,50,0.02,333,36.109586559997155,19.740280180792368,35.345259232955705
2024-01-07,AI Engineer,Amazon,Paperback,31.62082041469159,8,252.96656331753272,0.3,75.8899689952598,6.0,48.0,98.77898887144924,42,0.19047619047619047,0,222.66895786670904,30.29760545082368,11.9769210023196
2024-01-07,AI Engineer,AbeBooks,Paperback,59.54072562451828,5,297.7036281225914,0.15,44.655544218388705,6.0,30.0,111.27494628791288,35,0.14285714285714285,0,185.9304905063016,111.7731376162898,37.54510427742007
2024-01-07,AI Agents,Amazon,Hardcover,26.3551664098638,10,263.55166409863796,0.3,79.06549922959138,6.0,60.0,38.446287141885605,36,0.2777777777777778,0,177.511786371477,86.03987772716096,32.64630410186267
2024-01-07,AI Agents,AbeBooks,Paperback,42.071556213469975,4,168.2862248538799,0.15,25.242933728081983,6.0,24.0,103.65648132923329,42,0.09523809523809523,0,152.89941505731525,15.386809796564648,9.143237843694429
2024-01-08,Data Science,Amazon,Ebook,46.105909205791434,6,276.63545523474863,0.3,82.99063657042458,0.0,0.0,95.32462207474508,38,0.15789473684210525,1686,178.31525864516965,98.32019658957898,35.5414299682396
2024-01-08,Data Science,AbeBooks,Hardcover,53.6388891538959,1,53.6388891538959,0.15,8.045833373084385,6.0,6.0,42.19721619329494,35,0.02857142857142857,0,56.24304956637933,-2.6041604124834237,-4.854985726888936
2024-01-08,Machine Learning,Amazon,Hardcover,29.164343279382955,7,204.15040295568068,0.3,61.2451208867042,6.0,42.0,103.02198645669915,38,0.18421052631578946,0,206.26710734340335,-2.1167043877226774,-1.036835762789161
2024-01-08,Machine Learning,AbeBooks,Paperback,36.725909210440534,1,36.725909210440534,0.15,5.50888638156608,6.0,6.0,28.550853085446807,34,0.029411764705882353,0,40.05973946701289,-3.333830256572355,-9.077597609549732
2024-01-08,LLM,Amazon,Hardcover,48.32166243878768,10,483.21662438787683,0.3,144.96498731636305,6.0,60.0,63.61265291353167,45,0.2222222222222222,0,268.5776402298947,214.63898415798212,44.41879135054177
2024-01-08,LLM,AbeBooks,Ebook,44.497247929980546,3,133.49174378994164,0.15,20.023761568491246,0.0,0.0,46.867735938494604,44,0.06818181818181818,477,66.89149750698584,66.6002462829558,49.89091039799122
2024-01-08,AI Engineer,Amazon,Paperback,50.80216671077318,9,457.2195003969586,0.3,137.16585011908757,6.0,54.0,60.524808802768874,40,0.225,0,251.69065892185642,205.52884147510218,44.951897567068286
2024-01-08,AI Engineer,AbeBooks,Hardcover,30.60074154641796,3,91.80222463925388,0.15,13.770333695888082,6.0,18.0,83.30980633574475,40,0.075,0,115.08014003163284,-23.277915392378958,-25.35659182972077
2024-01-08,AI Agents,Amazon,Ebook,41.17526006196097,7,288.2268204337268,0.3,86.46804613011804,0.0,0.0,103.70789907030294,37,0.1891891891891892,910,190.17594520042098,98.05087523330582,34.018650688287025
2024-01-08,AI Agents,AbeBooks,Paperback,47.656185611875884,4,190.62474244750354,0.15,28.59371136712553,6.0,24.0,23.118313506128466,35,0.11428571428571428,0,75.712024873254,114.91271757424954,60.28216279735855
2024-01-09,Data Science,Amazon,Hardcover,44.85464988804945,7,313.9825492163462,0.3,94.19476476490385,6.0,42.0,63.48273386037462,35,0.2,0,199.67749862527847,114.3050505910677,36.40490558356066
2024-01-09,Data Science,AbeBooks,Ebook,52.78785883417707,3,158.3635765025312,0.15,23.75453647537968,0.0,0.0,111.73135754622427,54,0.05555555555555555,408,135.48589402160394,22.877682480927263,14.44630323852379
2024-01-09,Machine Learning,Amazon,Hardcover,46.67603789513433,11,513.4364168464776,0.3,154.0309250539433,6.0,66.0,90.55751725156884,51,0.21568627450980393,0,310.5884423055121,202.84797454096554,39.50790553324133
2024-01-09,Machine Learning,AbeBooks,Paperback,61.619531903521676,0,0.0,0.15,0.0,6.0,0.0,89.742026724684,36,0.0,0,89.742026724684,-89.742026724684,0.0
2024-01-09,LLM,Amazon,Ebook,62.770659564537354,8,502.16527651629883,0.3,150.64958295488964,0.0,0.0,27.695320162920915,37,0.21621621621621623,2320,178.34490311781056,323.8203733984883,64.48481974798153
2024-01-09,LLM,AbeBooks,Hardcover,37.61161351322441,5,188.05806756612208,0.15,28.20871013491831,6.0,30.0,43.29594747536338,40,0.125,0,101.50465761028168,86.5534099558404,46.02483215744404
2024-01-09,AI Engineer,Amazon,Ebook,64.9173644213335,12,779.008373056002,0.3,233.7025119168006,0.0,0.0,55.462215764077655,48,0.25,3324,289.1647276808783,489.84364537512374,62.88040826230111
2024-01-09,AI Engineer,AbeBooks,Paperback,36.090625827870944,1,36.090625827870944,0.15,5.413593874180641,6.0,6.0,30.946759867911517,38,0.02631578947368421,0,42.36035374209216,-6.269727914221214,-17.37217842695159
2024-01-09,AI Agents,Amazon,Ebook,56.919572885735334,11,626.1153017430887,0.3,187.83459052292662,0.0,0.0,103.06425177506246,33,0.3333333333333333,2486,290.89884229798906,335.21645944509964,53.53909391958091
2024-01-09,AI Agents,AbeBooks,Hardcover,56.18337894267013,1,56.18337894267013,0.15,8.42750684140052,6.0,6.0,116.91026301408114,38,0.02631578947368421,0,131.33776985548167,-75.15439091281154,-133.76623536562218
2024-01-10,Data Science,Amazon,Ebook,31.155836253594202,8,249.24669002875362,0.3,74.77400700862609,0.0,0.0,32.95149212828042,52,0.15384615384615385,2048,107.7254991369065,141.5211908918471,56.779566812109294
2024-01-10,Data Science,AbeBooks,Paperback,35.1059637584354,0,0.0,0.15,0.0,6.0,0.0,89.57142928497501,26,0.0,0,89.57142928497501,-89.57142928497501,0.0
2024-01-10,Machine Learning,Amazon,Ebook,29.378754402178156,13,381.92380722831604,0.3,114.5771421684948,0.0,0.0,35.7340659702526,37,0.35135135135135137,3744,150.31120813874742,231.61259908956862,60.64366627742308
2024-01-10,Machine Learning,AbeBooks,Ebook,29.233363753143358,5,146.16681876571678,0.15,21.925022814857517,0.0,0.0,20.514517075471478,37,0.13513513513513514,1395,42.439539890328994,103.72727887538778,70.96499722118661
2024-01-10,LLM,Amazon,Hardcover,57.718680964762484,6,346.3120857885749,0.3,103.89362573657247,6.0,36.0,45.98035810641598,42,0.14285714285714285,0,185.87398384298842,160.43810194558648,46.32760695609528
2024-01-10,LLM,AbeBooks,Ebook,29.279225553078337,6,175.67535331847003,0.15,26.351302997770503,0.0,0.0,113.72284872364511,54,0.1111111111111111,2166,140.0741517214156,35.60120159705443,20.26533655664002
2024-01-10,AI Engineer,Amazon,Ebook,53.34288018410518,8,426.7430414728414,0.3,128.0229124418524,0.0,0.0,58.36122604056218,40,0.2,1184,186.38413848241458,240.35890299042683,56.3240356915635
2024-01-10,AI Engineer,AbeBooks,Ebook,42.83610825506993,4,171.34443302027972,0.15,25.70166495304196,0.0,0.0,99.48095487499293,36,0.1111111111111111,1104,125.18261982803489,46.161813192244836,26.940947177887764
2024-01-10,AI Agents,Amazon,Ebook,34.20214732125736,10,342.0214732125736,0.3,102.60644196377207,0.0,0.0,52.07427404381274,45,0.2222222222222222,1340,154.6807160075848,187.3407572049888,54.77456004306271
2024-01-10,AI Agents,AbeBooks,Ebook,53.596961608089906,3,160.7908848242697,0.15,24.118632723640456,0.0,0.0,40.37012492762742,47,0.06382978723404255,636,64.48875765126787,96.30212717300184,59.89277767719954
2024-01-11,Data Science,Amazon,Ebook,30.249795107295505,6,181.498770643773,0.3,54.4496311931319,0.0,0.0,88.55652872289714,41,0.14634146341463414,2082,143.00615991602905,38.492610727743966,21.20819363746175
2024-01-11,Data Science,AbeBooks,Hardcover,51.060778672090585,4,204.24311468836234,0.15,30.636467203254348,6.0,24.0,66.45985966358101,43,0.09302325581395349,0,121.09632686683537,83.14678782152697,40.70971398394202
2024-01-11,Machine Learning,Amazon,Ebook,53.8755051170774,9,484.87954605369663,0.3,145.46386381610898,0.0,0.0,68.23563815515915,44,0.20454545454545456,1899,213.69950197126815,271.1800440824285,55.927301180156896
2024-01-11,Machine Learning,AbeBooks,Hardcover,38.058452329759675,1,38.058452329759675,0.15,5.708767849463951,6.0,6.0,55.06269312091808,22,0.045454545454545456,0,66.77146097038202,-28.71300864062235,-75.44449887724497
2024-01-11,LLM,Amazon,Paperback,30.308630161722412,8,242.4690412937793,0.3,72.74071238813379,6.0,48.0,113.62122462436898,26,0.3076923076923077,0,234.36193701250278,8.10710428127652,3.3435626412420314
2024-01-11,LLM,AbeBooks,Ebook,59.83876494984342,4,239.3550597993737,0.15,35.903258969906055,0.0,0.0,109.48166560605276,39,0.10256410256410256,564,145.38492457595882,93.97013522341487,39.259723735182455
2024-01-11,AI Engineer,Amazon,Paperback,54.263580870213275,3,162.79074261063982,0.3,48.83722278319195,6.0,18.0,107.17835665922017,37,0.08108108108108109,0,174.0155794424121,-11.22483683177228,-6.895255007601787
2024-01-11,AI Engineer,AbeBooks,Ebook,51.34831102003504,3,154.0449330601051,0.15,23.106739959015766,0.0,0.0,119.63339160567419,43,0.06976744186046512,534,142.74013156468996,11.304801495415148,7.338638974255811
2024-01-11,AI Agents,Amazon,Ebook,27.887936359167036,7,195.21555451416924,0.3,58.56466635425077,0.0,0.0,57.10387629846027,40,0.175,973,115.66854265271104,79.5470118614582,40.74829593339832
2024-01-11,AI Agents,AbeBooks,Paperback,48.52233512360317,0,0.0,0.15,0.0,6.0,0.0,59.551516984901525,42,0.0,0,59.551516984901525,-59.551516984901525,0.0
2024-01-12,Data Science,Amazon,Ebook,51.200373553284344,11,563.2041090861278,0.3,168.96123272583833,0.0,0.0,71.26152052058052,35,0.3142857142857143,1760,240.22275324641885,322.98135583970895,57.34712347248112
2024-01-12,Data Science,AbeBooks,Paperback,45.59269415718761,2,91.18538831437522,0.15,13.677808247156282,6.0,12.0,59.10815366517607,59,0.03389830508474576,0,84.78596191233235,6.399426402042863,7.018039315663039
2024-01-12,Machine Learning,Amazon,Ebook,38.00760256898779,6,228.04561541392675,0.3,68.41368462417802,0.0,0.0,71.97739485560177,39,0.15384615384615385,2256,140.3910794797798,87.65453593414696,38.437281846022245
2024-01-12,Machine Learning,AbeBooks,Ebook,35.10111128301677,3,105.30333384905032,0.15,15.795500077357547,0.0,0.0,73.35119252996957,46,0.06521739130434782,717,89.14669260732711,16.156641241723207,15.342953210658408
2024-01-12,LLM,Amazon,Ebook,33.23364840147073,5,166.16824200735365,0.3,49.850472602206096,0.0,0.0,32.21099140100268,33,0.15151515151515152,1585,82.06146400320878,84.10677800414487,50.61543468722669
2024-01-12,LLM,AbeBooks,Hardcover,48.38682801770355,4,193.5473120708142,0.15,29.03209681062213,6.0,24.0,52.31306570702785,35,0.11428571428571428,0,105.34516251764998,88.20214955316422,45.57136371952984
2024-01-12,AI Engineer,Amazon,Paperback,46.289799553051964,5,231.44899776525983,0.3,69.43469932957795,6.0,30.0,38.83490837656014,44,0.11363636363636363,0,138.2696077061381,93.17939005912174,40.25914605758031
2024-01-12,AI Engineer,AbeBooks,Paperback,63.53387331281596,4,254.13549325126385,0.15,38.120323987689574,6.0,24.0,44.414729042237425,45,0.08888888888888889,0,106.535053029927,147.60044022133684,58.07942776234103
2024-01-12,AI Agents,Amazon,Ebook,61.747111879740174,12,740.9653425568821,0.3,222.28960276706462,0.0,0.0,48.86855955306381,38,0.3157894736842105,2604,271.15816232012844,469.80718023675365,63.404744224010415
2024-01-12,AI Agents,AbeBooks,Ebook,57.31383767765034,4,229.25535071060136,0.15,34.3883026065902,0.0,0.0,74.44890979608495,37,0.10810810810810811,832,108.83721240267515,120.41813830792621,52.52577003532409
2024-01-13,Data Science,Amazon,Ebook,47.537557093938354,6,285.22534256363014,0.3,85.56760276908904,0.0,0.0,36.844438514271964,46,0.13043478260869565,732,122.41204128336099,162.81330128026914,57.0823405160597
2024-01-13,Data Science,AbeBooks,Hardcover,46.06495189075838,2,92.12990378151676,0.15,13.819485567227513,6.0,12.0,74.94142384304533,45,0.044444444444444446,0,100.76090941027284,-8.631005628756085,-9.36829984021719
2024-01-13,Machine Learning,Amazon,Paperback,57.895736752682325,8,463.1658940214586,0.3,138.94976820643757,6.0,48.0,36.63316077431421,42,0.19047619047619047,0,223.58292898075177,239.58296504070682,51.72724678851394
2024-01-13,Machine Learning,AbeBooks,Ebook,62.18423509687957,2,124.36847019375914,0.15,18.65527052906387,0.0,0.0,91.76357859086295,35,0.05714285714285714,242,110.41884911992682,13.949621073832319,11.216364607604795
2024-01-13,LLM,Amazon,Hardcover,32.24597398138721,8,257.9677918510977,0.3,77.3903375553293,6.0,48.0,100.59925497751581,41,0.1951219512195122,0,225.9895925328451,31.978199318252564,12.396198412517634
2024-01-13,LLM,AbeBooks,Ebook,63.05613368826628,4,252.22453475306511,0.15,37.83368021295976,0.0,0.0,81.09809888509918,37,0.10810810810810811,960,118.93177909805894,133.29275565500618,52.84686352400393
2024-01-13,AI Engineer,Amazon,Ebook,35.99224142192544,10,359.9224142192544,0.3,107.97672426577631,0.0,0.0,29.57145555201617,35,0.2857142857142857,2620,137.5481798177925,222.3742344014619,61.783936097405125
2024-01-13,AI Engineer,AbeBooks,Ebook,35.275353905828595,1,35.275353905828595,0.15,5.291303085874289,0.0,0.0,34.17743935271019,43,0.023255813953488372,204,39.46874243858448,-4.193388532755883,-11.887587418543243
2024-01-13,AI Agents,Amazon,Paperback,53.980674055944725,7,377.86471839161305,0.3,113.35941551748391,6.0,42.0,84.52898375257169,42,0.16666666666666666,0,239.8883992700556,137.97631912155745,36.51473990714342
